epoch,acc,loss,mean_squared_error,sp,val_acc,val_loss,val_mean_squared_error
0,0.45166666666666666,1.1113632460876748,1.075819460021125,0.6857857031277118,0.5339583333333333,1.0322915077209474,1.0322915077209474
1,0.5848842591709561,0.8233210906275996,0.9808468302090962,0.6911364578627806,0.6195833337306976,0.9288729174931845,0.9288729174931845
2,0.6426157408290439,0.6731551602151659,0.8767816825266238,0.6857857031277118,0.6589583325386047,0.8340377116203308,0.8340377116203308
3,0.680486111022808,0.589492243749124,0.7917142860094706,0.6750421517187907,0.6945833333333333,0.7600590101877849,0.7600590101877849
4,0.7132407406524376,0.5353676382700602,0.7225600103095726,0.6723473698809981,0.7216666674613953,0.6999208323160807,0.6999208323160807
5,0.7391435184302153,0.4959073864530634,0.6686812346952933,0.6696489829650848,0.7487500007947286,0.6489478770891826,0.6489478770891826
6,0.7646990740740741,0.46642909548900746,0.6147093948611507,0.6669469667268529,0.7670833333333333,0.6080717730522156,0.6080717730522156
7,0.7809259259259259,0.44304955023306386,0.5806852622385378,0.6669469667268529,0.7802083333333333,0.5849856972694397,0.5849856972694397
8,0.7881944445327477,0.42506425826637834,0.5612535745126229,0.6642412966270391,0.7931250007947286,0.5564633615811666,0.5564633615811666
9,0.7990972221339191,0.41103419078720943,0.5365517451145031,0.6615319478260995,0.7993750007947286,0.5393530893325805,0.5393530893325805
10,0.8076851852734883,0.39953092133557355,0.5162814539450187,0.6615319478260995,0.803958334128062,0.527416140238444,0.527416140238444
11,0.8126157408290439,0.3903120328761913,0.5033848786354065,0.6588188951788726,0.8035416658719381,0.5227077682813008,0.5227077682813008
12,0.816597222133919,0.3825102936780011,0.49498597277535333,0.650657258008007,0.8114583325386048,0.5059145339330038,0.5059145339330038
13,0.8193055555555555,0.3763614692069866,0.4878842300838894,0.650657258008007,0.8149999992052714,0.49500234683354694,0.49500234683354694
14,0.8237731480598449,0.37130617905546115,0.4779553274313609,0.6424613504830169,0.8179166658719381,0.4876086358229319,0.4876086358229319
15,0.8253703704586736,0.36640831739814195,0.47318281456276223,0.6424613504830169,0.8197916658719381,0.48160197695096335,0.48160197695096335
16,0.8289120369487338,0.3631138741528546,0.4645833772641641,0.645197172075535,0.819375,0.48682878732681273,0.48682878732681273
17,0.829837962962963,0.3597033299340142,0.4625163227981991,0.6397216399953967,0.82,0.48268752574920654,0.48268752574920654
18,0.8313657408290439,0.35648712193524396,0.4604540266814055,0.6424613504830169,0.82,0.48076932350794477,0.48076932350794477
19,0.8334259259259259,0.3539641291565365,0.45296669646545695,0.6397216399953967,0.823333334128062,0.4742529014746348,0.4742529014746348
20,0.8339814814814814,0.3514138565240083,0.45165766658606354,0.6424613504830169,0.825,0.47180254459381105,0.47180254459381105
21,0.8370833332450301,0.349042286100211,0.4452784866756863,0.645197172075535,0.8241666674613952,0.47345935146013896,0.47345935146013896
22,0.8361805556438587,0.3477600097214734,0.446524449940081,0.6369780128146995,0.8254166658719381,0.46982546130816144,0.46982546130816144
23,0.8365509258376227,0.345585025328177,0.4454672207214214,0.6397216399953967,0.8283333325386047,0.46726747194925944,0.46726747194925944
24,0.839722222133919,0.34363411479526096,0.4383869244875731,0.645197172075535,0.8266666674613953,0.46843753894170126,0.46843753894170126
25,0.8378009258376228,0.3420349582036336,0.4423292308383518,0.6369780128146995,0.8279166674613953,0.4641159999370575,0.4641159999370575
26,0.8406250000883032,0.3401460530581298,0.43583823415968154,0.63423044078323,0.8279166674613953,0.462125479777654,0.462125479777654
27,0.8411574074957106,0.3391055217495671,0.43450239640695076,0.6397216399953967,0.8277083341280619,0.4648364984989166,0.4648364984989166
28,0.8423842592592593,0.3380809540660293,0.43200118276807997,0.6287233476978452,0.8279166674613953,0.4624574824174245,0.4624574824174245
29,0.8402083334216365,0.33612649582050463,0.4384399773897948,0.63423044078323,0.8322916674613953,0.4496873342990875,0.4496873342990875
30,0.8432638888005857,0.33540059409759665,0.4274666738068616,0.6314788953768092,0.8325000007947286,0.45145655075709024,0.45145655075709024
31,0.8452083334216365,0.33464092678493923,0.42297985050413345,0.63423044078323,0.8291666674613952,0.4675038051605225,0.4675038051605225
32,0.8421759260142291,0.3325185849710747,0.4344737889590087,0.6232001280220594,0.8316666674613953,0.4520283667246501,0.4520283667246501
33,0.8458796295413264,0.33179780101334605,0.42082722421045654,0.63423044078323,0.8327083341280619,0.45539022286732994,0.45539022286732994
34,0.8437731480598449,0.33052832969912777,0.42959673629866707,0.6259637684682299,0.8347916674613952,0.4452460602919261,0.4452460602919261
35,0.8453240740740741,0.33015334606170654,0.42439864344067046,0.6287233476978452,0.8343750007947286,0.4519858777523041,0.4519858777523041
36,0.8452777777777778,0.32928737812572056,0.4228075142701467,0.6287233476978452,0.8327083341280619,0.45495799779891966,0.45495799779891966
37,0.8449537037037037,0.32801822772732486,0.4236485449473063,0.6259637684682299,0.8358333341280619,0.44830464919408164,0.44830464919408164
38,0.846064814903118,0.327692185861093,0.4214689573093697,0.6259637684682299,0.8347916666666667,0.44760907530784605,0.44760907530784605
39,0.8446990739857709,0.3259117920089651,0.4236701414320204,0.6259637684682299,0.8372916666666667,0.438620849053065,0.438620849053065
40,0.8484490740740741,0.3258942598766751,0.4155632683082863,0.6287233476978452,0.8362500007947286,0.4463564916451772,0.4463564916451772
41,0.8463657407407408,0.32515343242221406,0.4192470001291346,0.6259637684682299,0.8354166674613953,0.44804938713709513,0.44804938713709513
42,0.8483333334216365,0.3241549132046876,0.4146719766104663,0.6314788953768092,0.8360416666666667,0.4505792995293935,0.4505792995293935
43,0.8472453702820671,0.32284924652841357,0.4195209887734166,0.6259637684682299,0.8370833333333333,0.44120269735654194,0.44120269735654194
44,0.8483564815697846,0.32288989539499635,0.41491387945634345,0.6287233476978452,0.8360416674613953,0.44691357811292015,0.44691357811292015
45,0.8488657406524376,0.32181912896809756,0.413346659651509,0.6259637684682299,0.8377083333333334,0.4429015107949575,0.4429015107949575
46,0.8493981481481482,0.3209374050078569,0.4129450617896186,0.6259637684682299,0.8387500007947286,0.4402620140711466,0.4402620140711466
47,0.8494675925042894,0.32043496560167384,0.41187363191887183,0.6287233476978452,0.8377083333333334,0.4428676378726959,0.4428676378726959
48,0.8495833334216365,0.3196612604459127,0.4103027216151909,0.6259637684682299,0.838125,0.44203657627105714,0.44203657627105714
49,0.8494675926808958,0.31917967270921777,0.41064087545430217,0.6259637684682299,0.8387499992052714,0.43947664260864255,0.43947664260864255
50,0.8502546297179328,0.3188862994865135,0.41009025392708953,0.6259637684682299,0.838125,0.4371745045979818,0.4371745045979818
51,0.8494675925042894,0.31787553782816286,0.4129648463372831,0.6259637684682299,0.8397916674613952,0.43334410031636555,0.43334410031636555
52,0.8516666665783635,0.31777338173654346,0.40367911758246244,0.6287233476978452,0.8406250007947286,0.43569370031356813,0.43569370031356813
53,0.8511342591709561,0.3165053831647944,0.408799680074056,0.6259637684682299,0.83875,0.4364105959733327,0.4364105959733327
54,0.8526388888888888,0.3164802454577552,0.4040563421337693,0.6259637684682299,0.8389583333333334,0.4390475662549337,0.4390475662549337
